,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,city,churn,type_of_plan,highest_level_education,work_status,sex,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew_Offer_Type,reachability,type_of_vehicle
7781,7781,7781,7781,7781,7781,7781,7781,7781,Kumasi,No,extended_plan,Bachelor,Disabled,female,Married,264,0,1,3,contacting_agent,SUV
7782,7782,7782,7782,7782,7782,7782,7782,7782,Takoradi,No,extended_plan,Master,Employed,male,Single,274,103,1,2,contacting_agent,SUV
7783,7783,7783,7783,7783,7783,7783,7783,7783,Kumasi,No,primary_plan,College,Unemployed,male,Married,124,112,2,1,contacting_agent,2-door_car
7784,7784,7784,7784,7784,7784,7784,7784,7784,Kumasi,No,primary_plan,College,Employed,female,Married,148,64,3,1,customer_call_centre,4-door_car
7785,7785,7785,7785,7785,7785,7785,7785,7785,Accra,No,extended_plan,High School or Below,Unemployed,female,Single,166,52,2,3,contacting_agent,4-door_car
7786,7786,7786,7786,7786,7786,7786,7786,7786,Accra,No,premium_plan,Bachelor,Employed,female,Married,220,56,2,1,contacting_agent,2-door_car
7787,7787,7787,7787,7787,7787,7787,7787,7787,Kumasi,Yes,primary_plan,College,Employed,male,Married,218,99,4,2,contacting_agent,Sports Car
7788,7788,7788,7788,7788,7788,7788,7788,7788,Takoradi,No,primary_plan,College,Employed,male,Married,122,0,5,3,contacting_agent,4-door_car
7789,7789,7789,7789,7789,7789,7789,7789,7789,Cape_coast,No,primary_plan,Bachelor,Employed,female,Divorced,132,64,3,2,customer_call_centre,4-door_car
7790,7790,7790,7790,7790,7790,7790,7790,7790,Tamale,Yes,extended_plan,High School or Below,Employed,male,Married,168,142,7,2,contacting_agent,2-door_car
7791,7791,7791,7791,7791,7791,7791,7791,7791,Accra,No,primary_plan,College,Employed,female,Married,132,90,3,3,via_the_web,4-door_car
7792,7792,7792,7792,7792,7792,7792,7792,7792,Kumasi,No,extended_plan,High School or Below,Employed,male,Single,172,90,3,3,contacting_agent,2-door_car
7793,7793,7793,7793,7793,7793,7793,7793,7793,Kumasi,No,premium_plan,Bachelor,Employed,male,Married,210,77,9,3,contacting_agent,4-door_car
7794,7794,7794,7794,7794,7794,7794,7794,7794,Takoradi,No,primary_plan,College,Unemployed,male,Single,134,142,1,3,contacting_agent,4-door_car
7795,7795,7795,7795,7795,7795,7795,7795,7795,Kumasi,No,extended_plan,College,Employed,male,Divorced,272,64,5,1,contacting_branch_directly,SUV
7796,7796,7796,7796,7796,7796,7796,7796,7796,Takoradi,No,primary_plan,College,Employed,female,Married,144,30,1,2,contacting_agent,4-door_car
7797,7797,7797,7797,7797,7797,7797,7797,7797,Accra,No,primary_plan,Bachelor,Employed,female,Single,132,47,3,1,contacting_agent,4-door_car
7798,7798,7798,7798,7798,7798,7798,7798,7798,Kumasi,No,primary_plan,Doctor,Employed,female,Married,234,43,2,3,contacting_branch_directly,SUV
7799,7799,7799,7799,7799,7799,7799,7799,7799,Cape_coast,No,extended_plan,College,Employed,female,Married,156,13,2,2,contacting_branch_directly,2-door_car
7800,7800,7800,7800,7800,7800,7800,7800,7800,Takoradi,No,primary_plan,Bachelor,Employed,male,Married,228,142,1,3,contacting_branch_directly,SUV
7801,7801,7801,7801,7801,7801,7801,7801,7801,Accra,No,extended_plan,High School or Below,Employed,female,Married,182,43,1,2,contacting_agent,4-door_car
7802,7802,7802,7802,7802,7802,7802,7802,7802,Takoradi,No,extended_plan,College,Employed,male,Married,160,26,9,1,contacting_branch_directly,4-door_car
7803,7803,7803,7803,7803,7803,7803,7803,7803,Cape_coast,No,primary_plan,Bachelor,Unemployed,female,Married,204,86,3,1,via_the_web,SUV
7804,7804,7804,7804,7804,7804,7804,7804,7804,Kumasi,No,premium_plan,Master,Employed,male,Single,208,26,3,1,customer_call_centre,4-door_car
7805,7805,7805,7805,7805,7805,7805,7805,7805,Takoradi,No,primary_plan,Bachelor,Unemployed,male,Married,134,69,1,3,contacting_branch_directly,4-door_car
7806,7806,7806,7806,7806,7806,7806,7806,7806,Tamale,Yes,primary_plan,Bachelor,Retired,male,Divorced,142,56,1,2,via_the_web,4-door_car
7807,7807,7807,7807,7807,7807,7807,7807,7807,Kumasi,No,extended_plan,College,Employed,female,Married,184,95,6,1,contacting_agent,4-door_car
7808,7808,7808,7808,7808,7808,7808,7808,7808,Kumasi,No,primary_plan,High School or Below,Employed,male,Divorced,204,73,2,4,customer_call_centre,SUV
7809,7809,7809,7809,7809,7809,7809,7809,7809,Accra,No,extended_plan,Bachelor,Employed,female,Married,166,64,6,1,contacting_agent,4-door_car
7810,7810,7810,7810,7810,7810,7810,7810,7810,Cape_coast,Yes,primary_plan,Bachelor,Employed,female,Divorced,212,77,2,1,via_the_web,SUV
7811,7811,7811,7811,7811,7811,7811,7811,7811,Kumasi,No,extended_plan,College,Employed,female,Married,164,64,8,4,contacting_branch_directly,4-door_car
7812,7812,7812,7812,7812,7812,7812,7812,7812,Kumasi,Yes,primary_plan,College,Medical Leave,female,Single,126,125,9,2,via_the_web,4-door_car
7813,7813,7813,7813,7813,7813,7813,7813,7813,Accra,No,primary_plan,High School or Below,Employed,female,Married,142,129,5,2,contacting_branch_directly,4-door_car
7814,7814,7814,7814,7814,7814,7814,7814,7814,Takoradi,No,extended_plan,High School or Below,Medical Leave,male,Single,186,17,7,2,via_the_web,2-door_car
7815,7815,7815,7815,7815,7815,7815,7815,7815,Kumasi,No,extended_plan,College,Employed,male,Single,184,34,3,1,contacting_agent,4-door_car
7816,7816,7816,7816,7816,7816,7816,7816,7816,Accra,Yes,premium_plan,Bachelor,Retired,female,Married,542,86,1,1,contacting_agent,luxurious_suv
7817,7817,7817,7817,7817,7817,7817,7817,7817,Accra,No,primary_plan,Bachelor,Employed,male,Single,138,4,5,3,contacting_agent,2-door_car
7818,7818,7818,7818,7818,7818,7818,7818,7818,Tamale,No,extended_plan,Bachelor,Employed,male,Single,262,30,1,3,via_the_web,SUV
7819,7819,7819,7819,7819,7819,7819,7819,7819,Accra,No,premium_plan,Bachelor,Employed,female,Married,214,39,3,2,via_the_web,2-door_car
7820,7820,7820,7820,7820,7820,7820,7820,7820,Takoradi,No,extended_plan,High School or Below,Employed,male,Divorced,186,9,3,1,contacting_agent,4-door_car
7821,7821,7821,7821,7821,7821,7821,7821,7821,Accra,No,primary_plan,Bachelor,Employed,female,Married,128,13,2,1,customer_call_centre,2-door_car
7822,7822,7822,7822,7822,7822,7822,7822,7822,Accra,No,extended_plan,Bachelor,Disabled,female,Single,152,60,2,2,customer_call_centre,2-door_car
7823,7823,7823,7823,7823,7823,7823,7823,7823,Kumasi,No,primary_plan,Bachelor,Unemployed,female,Single,136,43,1,1,customer_call_centre,2-door_car
7824,7824,7824,7824,7824,7824,7824,7824,7824,Kumasi,No,primary_plan,Bachelor,Employed,male,Married,224,108,3,2,contacting_agent,SUV
7825,7825,7825,7825,7825,7825,7825,7825,7825,Takoradi,No,primary_plan,High School or Below,Employed,male,Married,122,138,3,2,contacting_agent,2-door_car
7826,7826,7826,7826,7826,7826,7826,7826,7826,Accra,Yes,extended_plan,College,Unemployed,female,Divorced,174,17,1,2,contacting_agent,4-door_car
7827,7827,7827,7827,7827,7827,7827,7827,7827,Kumasi,No,primary_plan,College,Employed,female,Single,226,4,5,1,customer_call_centre,SUV
7828,7828,7828,7828,7828,7828,7828,7828,7828,Takoradi,No,primary_plan,High School or Below,Employed,male,Single,128,146,6,1,contacting_agent,4-door_car
7829,7829,7829,7829,7829,7829,7829,7829,7829,Takoradi,No,primary_plan,Bachelor,Unemployed,male,Married,124,125,1,2,via_the_web,4-door_car
7830,7830,7830,7830,7830,7830,7830,7830,7830,Cape_coast,No,primary_plan,Bachelor,Employed,male,Single,144,125,4,1,contacting_agent,4-door_car
7831,7831,7831,7831,7831,7831,7831,7831,7831,Accra,No,extended_plan,Doctor,Employed,male,Married,158,86,2,4,contacting_agent,4-door_car
7832,7832,7832,7832,7832,7832,7832,7832,7832,Accra,No,extended_plan,High School or Below,Employed,female,Married,254,120,4,3,contacting_agent,SUV
7833,7833,7833,7833,7833,7833,7833,7833,7833,Cape_coast,No,primary_plan,High School or Below,Employed,male,Married,134,82,6,1,contacting_agent,2-door_car
7834,7834,7834,7834,7834,7834,7834,7834,7834,Accra,Yes,primary_plan,Bachelor,Employed,female,Married,128,9,1,2,contacting_agent,4-door_car
7835,7835,7835,7835,7835,7835,7835,7835,7835,Kumasi,No,extended_plan,Master,Employed,male,Married,498,4,2,2,contacting_branch_directly,luxurious_suv
7836,7836,7836,7836,7836,7836,7836,7836,7836,Kumasi,No,extended_plan,High School or Below,Employed,female,Single,176,13,1,3,contacting_branch_directly,4-door_car
7837,7837,7837,7837,7837,7837,7837,7837,7837,Accra,Yes,primary_plan,Bachelor,Employed,male,Single,144,52,6,2,customer_call_centre,4-door_car
7838,7838,7838,7838,7838,7838,7838,7838,7838,Takoradi,No,primary_plan,Bachelor,Unemployed,female,Single,234,43,1,1,contacting_agent,SUV
7839,7839,7839,7839,7839,7839,7839,7839,7839,Kumasi,No,extended_plan,High School or Below,Unemployed,female,Single,154,82,1,1,contacting_branch_directly,4-door_car
7840,7840,7840,7840,7840,7840,7840,7840,7840,Accra,No,primary_plan,Bachelor,Employed,female,Married,134,39,2,2,customer_call_centre,2-door_car
7841,7841,7841,7841,7841,7841,7841,7841,7841,Kumasi,No,extended_plan,College,Employed,female,Single,198,146,3,1,contacting_branch_directly,4-door_car
7842,7842,7842,7842,7842,7842,7842,7842,7842,Kumasi,No,primary_plan,High School or Below,Unemployed,female,Single,128,52,1,4,customer_call_centre,4-door_car
7843,7843,7843,7843,7843,7843,7843,7843,7843,Accra,Yes,primary_plan,College,Employed,male,Married,218,99,4,2,contacting_agent,Sports Car
7844,7844,7844,7844,7844,7844,7844,7844,7844,Takoradi,No,extended_plan,High School or Below,Employed,female,Single,190,9,2,2,contacting_branch_directly,4-door_car
7845,7845,7845,7845,7845,7845,7845,7845,7845,Kumasi,No,primary_plan,College,Unemployed,male,Married,224,47,2,1,via_the_web,SUV
7846,7846,7846,7846,7846,7846,7846,7846,7846,Cape_coast,No,primary_plan,Bachelor,Employed,female,Married,124,73,2,1,contacting_agent,4-door_car
7847,7847,7847,7847,7847,7847,7847,7847,7847,Tamale,No,primary_plan,Bachelor,Unemployed,female,Single,134,116,6,1,contacting_agent,2-door_car
7848,7848,7848,7848,7848,7848,7848,7848,7848,Kumasi,No,premium_plan,High School or Below,Employed,male,Married,226,22,3,2,customer_call_centre,2-door_car
7849,7849,7849,7849,7849,7849,7849,7849,7849,Accra,No,primary_plan,Bachelor,Unemployed,male,Divorced,220,4,2,1,contacting_branch_directly,SUV
7850,7850,7850,7850,7850,7850,7850,7850,7850,Kumasi,No,extended_plan,Doctor,Employed,male,Married,156,103,1,2,contacting_agent,4-door_car
7851,7851,7851,7851,7851,7851,7851,7851,7851,Kumasi,No,primary_plan,High School or Below,Employed,female,Married,130,95,1,3,contacting_branch_directly,4-door_car
7852,7852,7852,7852,7852,7852,7852,7852,7852,Takoradi,No,extended_plan,College,Unemployed,male,Single,166,95,5,1,contacting_agent,4-door_car
7853,7853,7853,7853,7853,7853,7853,7853,7853,Kumasi,Yes,extended_plan,Doctor,Unemployed,female,Married,168,77,4,1,contacting_agent,4-door_car
7854,7854,7854,7854,7854,7854,7854,7854,7854,Cape_coast,No,extended_plan,High School or Below,Employed,female,Single,180,0,7,2,contacting_agent,4-door_car
7855,7855,7855,7855,7855,7855,7855,7855,7855,Cape_coast,No,primary_plan,College,Employed,male,Married,136,9,8,1,contacting_branch_directly,4-door_car
7856,7856,7856,7856,7856,7856,7856,7856,7856,Cape_coast,No,extended_plan,Bachelor,Employed,female,Married,186,86,2,1,customer_call_centre,4-door_car
7857,7857,7857,7857,7857,7857,7857,7857,7857,Tamale,No,primary_plan,Bachelor,Employed,female,Single,132,13,1,3,via_the_web,4-door_car
7858,7858,7858,7858,7858,7858,7858,7858,7858,Takoradi,No,primary_plan,College,Unemployed,male,Married,136,60,2,1,contacting_branch_directly,2-door_car
7859,7859,7859,7859,7859,7859,7859,7859,7859,Accra,No,extended_plan,High School or Below,Employed,female,Married,156,30,6,2,contacting_agent,4-door_car
7860,7860,7860,7860,7860,7860,7860,7860,7860,Kumasi,No,primary_plan,High School or Below,Unemployed,female,Married,388,112,5,1,contacting_agent,luxurious_suv
7861,7861,7861,7861,7861,7861,7861,7861,7861,Accra,No,extended_plan,College,Employed,male,Married,172,146,2,2,via_the_web,4-door_car
7862,7862,7862,7862,7862,7862,7862,7862,7862,Takoradi,Yes,primary_plan,High School or Below,Disabled,female,Single,122,146,3,1,via_the_web,2-door_car
7863,7863,7863,7863,7863,7863,7863,7863,7863,Takoradi,No,extended_plan,High School or Below,Employed,female,Married,242,39,3,2,contacting_agent,SUV
7864,7864,7864,7864,7864,7864,7864,7864,7864,Accra,No,extended_plan,College,Unemployed,male,Married,198,9,2,4,contacting_branch_directly,2-door_car
7865,7865,7865,7865,7865,7865,7865,7865,7865,Tamale,No,primary_plan,College,Unemployed,male,Single,148,103,2,1,contacting_agent,2-door_car
7866,7866,7866,7866,7866,7866,7866,7866,7866,Takoradi,No,primary_plan,College,Employed,male,Married,148,69,7,2,contacting_branch_directly,4-door_car
7867,7867,7867,7867,7867,7867,7867,7867,7867,Tamale,No,primary_plan,College,Employed,female,Single,134,73,4,3,via_the_web,4-door_car
7868,7868,7868,7868,7868,7868,7868,7868,7868,Kumasi,No,primary_plan,College,Unemployed,female,Single,146,77,1,1,customer_call_centre,4-door_car
7869,7869,7869,7869,7869,7869,7869,7869,7869,Kumasi,No,primary_plan,High School or Below,Medical Leave,female,Married,122,120,1,4,contacting_agent,4-door_car
7870,7870,7870,7870,7870,7870,7870,7870,7870,Cape_coast,No,premium_plan,Bachelor,Employed,female,Married,394,52,8,1,customer_call_centre,SUV
7871,7871,7871,7871,7871,7871,7871,7871,7871,Cape_coast,No,extended_plan,High School or Below,Employed,male,Divorced,196,22,7,4,contacting_agent,2-door_car
7872,7872,7872,7872,7872,7872,7872,7872,7872,Kumasi,No,extended_plan,High School or Below,Employed,female,Married,172,112,2,3,contacting_agent,4-door_car
7873,7873,7873,7873,7873,7873,7873,7873,7873,Accra,No,primary_plan,High School or Below,Medical Leave,male,Married,130,39,8,1,via_the_web,4-door_car
7874,7874,7874,7874,7874,7874,7874,7874,7874,Kumasi,No,primary_plan,Bachelor,Disabled,male,Married,130,22,2,1,via_the_web,4-door_car
7875,7875,7875,7875,7875,7875,7875,7875,7875,Kumasi,No,primary_plan,College,Employed,male,Married,136,13,2,4,customer_call_centre,4-door_car
7876,7876,7876,7876,7876,7876,7876,7876,7876,Kumasi,Yes,primary_plan,High School or Below,Disabled,female,Married,238,47,2,2,contacting_agent,SUV
7877,7877,7877,7877,7877,7877,7877,7877,7877,Takoradi,No,primary_plan,Bachelor,Employed,female,Married,130,17,1,3,contacting_branch_directly,4-door_car
7878,7878,7878,7878,7878,7878,7878,7878,7878,Kumasi,Yes,extended_plan,High School or Below,Retired,female,Married,156,43,1,2,contacting_agent,4-door_car
7879,7879,7879,7879,7879,7879,7879,7879,7879,Kumasi,No,primary_plan,High School or Below,Employed,male,Married,128,73,1,2,contacting_agent,4-door_car
7880,7880,7880,7880,7880,7880,7880,7880,7880,Tamale,No,extended_plan,Master,Employed,female,Married,154,22,7,2,customer_call_centre,2-door_car
7881,7881,7881,7881,7881,7881,7881,7881,7881,Accra,No,primary_plan,College,Employed,female,Married,130,112,4,2,contacting_branch_directly,4-door_car
7882,7882,7882,7882,7882,7882,7882,7882,7882,Accra,No,premium_plan,Bachelor,Employed,female,Married,232,64,3,2,via_the_web,4-door_car
7883,7883,7883,7883,7883,7883,7883,7883,7883,Accra,Yes,primary_plan,College,Employed,female,Divorced,132,133,6,2,customer_call_centre,4-door_car
7884,7884,7884,7884,7884,7884,7884,7884,7884,Takoradi,No,primary_plan,Bachelor,Unemployed,female,Married,132,73,1,1,contacting_agent,4-door_car
7885,7885,7885,7885,7885,7885,7885,7885,7885,Cape_coast,Yes,primary_plan,College,Employed,male,Single,138,52,1,2,customer_call_centre,4-door_car
7886,7886,7886,7886,7886,7886,7886,7886,7886,Kumasi,No,extended_plan,College,Employed,male,Married,274,64,2,1,customer_call_centre,Sports Car
7887,7887,7887,7887,7887,7887,7887,7887,7887,Cape_coast,Yes,primary_plan,High School or Below,Disabled,female,Married,226,43,2,1,contacting_branch_directly,SUV
7888,7888,7888,7888,7888,7888,7888,7888,7888,Accra,No,primary_plan,High School or Below,Employed,female,Married,132,95,1,3,contacting_agent,4-door_car
7889,7889,7889,7889,7889,7889,7889,7889,7889,Kumasi,No,extended_plan,Master,Employed,female,Divorced,188,99,2,2,customer_call_centre,4-door_car
7890,7890,7890,7890,7890,7890,7890,7890,7890,Accra,Yes,extended_plan,College,Employed,male,Single,194,43,2,2,contacting_branch_directly,4-door_car
7891,7891,7891,7891,7891,7891,7891,7891,7891,Takoradi,No,primary_plan,College,Retired,female,Divorced,142,142,8,1,contacting_agent,2-door_car
7892,7892,7892,7892,7892,7892,7892,7892,7892,Accra,No,primary_plan,High School or Below,Unemployed,female,Married,146,52,2,3,customer_call_centre,4-door_car
7893,7893,7893,7893,7893,7893,7893,7893,7893,Takoradi,No,primary_plan,High School or Below,Medical Leave,male,Married,130,146,4,4,contacting_branch_directly,2-door_car
7894,7894,7894,7894,7894,7894,7894,7894,7894,Kumasi,No,primary_plan,High School or Below,Employed,male,Married,144,95,1,2,contacting_branch_directly,2-door_car
7895,7895,7895,7895,7895,7895,7895,7895,7895,Takoradi,No,primary_plan,College,Employed,female,Married,146,17,2,4,contacting_agent,2-door_car
7896,7896,7896,7896,7896,7896,7896,7896,7896,Accra,No,extended_plan,College,Unemployed,female,Single,156,30,2,1,contacting_agent,4-door_car
7897,7897,7897,7897,7897,7897,7897,7897,7897,Takoradi,No,extended_plan,College,Employed,female,Married,170,82,3,1,contacting_branch_directly,2-door_car
7898,7898,7898,7898,7898,7898,7898,7898,7898,Accra,No,extended_plan,College,Disabled,female,Married,260,60,1,3,customer_call_centre,SUV
7899,7899,7899,7899,7899,7899,7899,7899,7899,Accra,No,primary_plan,High School or Below,Medical Leave,male,Married,124,13,1,4,via_the_web,4-door_car
7900,7900,7900,7900,7900,7900,7900,7900,7900,Takoradi,Yes,primary_plan,Bachelor,Employed,male,Single,144,52,6,2,customer_call_centre,4-door_car
7901,7901,7901,7901,7901,7901,7901,7901,7901,Takoradi,No,primary_plan,High School or Below,Employed,male,Divorced,148,146,2,2,customer_call_centre,2-door_car
7902,7902,7902,7902,7902,7902,7902,7902,7902,Takoradi,No,primary_plan,Bachelor,Unemployed,male,Single,140,138,1,1,contacting_branch_directly,2-door_car
7903,7903,7903,7903,7903,7903,7903,7903,7903,Kumasi,No,primary_plan,High School or Below,Unemployed,female,Single,126,43,2,2,via_the_web,4-door_car
7904,7904,7904,7904,7904,7904,7904,7904,7904,Accra,No,primary_plan,College,Employed,male,Single,378,17,5,1,contacting_agent,luxirious_car
7905,7905,7905,7905,7905,7905,7905,7905,7905,Tamale,No,extended_plan,Bachelor,Unemployed,male,Single,166,73,4,1,contacting_branch_directly,4-door_car
7906,7906,7906,7906,7906,7906,7906,7906,7906,Kumasi,No,extended_plan,High School or Below,Employed,female,Married,258,47,1,1,contacting_branch_directly,SUV
7907,7907,7907,7907,7907,7907,7907,7907,7907,Tamale,No,primary_plan,High School or Below,Employed,female,Married,140,64,1,1,contacting_agent,4-door_car
7908,7908,7908,7908,7908,7908,7908,7908,7908,Takoradi,No,primary_plan,College,Employed,female,Single,138,108,9,1,customer_call_centre,2-door_car
7909,7909,7909,7909,7909,7909,7909,7909,7909,Kumasi,No,extended_plan,Bachelor,Employed,male,Married,278,133,2,3,contacting_agent,SUV
7910,7910,7910,7910,7910,7910,7910,7910,7910,Accra,No,primary_plan,College,Retired,female,Divorced,230,34,3,1,via_the_web,SUV
7911,7911,7911,7911,7911,7911,7911,7911,7911,Takoradi,Yes,primary_plan,Bachelor,Employed,female,Married,130,43,3,2,contacting_agent,4-door_car
7912,7912,7912,7912,7912,7912,7912,7912,7912,Cape_coast,No,primary_plan,High School or Below,Employed,male,Married,134,39,1,4,contacting_agent,4-door_car
7913,7913,7913,7913,7913,7913,7913,7913,7913,Accra,Yes,primary_plan,High School or Below,Disabled,female,Single,122,146,3,1,via_the_web,2-door_car
7914,7914,7914,7914,7914,7914,7914,7914,7914,Takoradi,No,extended_plan,Bachelor,Disabled,female,Divorced,250,112,1,1,customer_call_centre,SUV
7915,7915,7915,7915,7915,7915,7915,7915,7915,Takoradi,No,extended_plan,High School or Below,Unemployed,male,Married,172,64,9,3,contacting_agent,4-door_car
7916,7916,7916,7916,7916,7916,7916,7916,7916,Accra,No,extended_plan,Master,Employed,female,Married,188,64,2,3,contacting_agent,4-door_car
7917,7917,7917,7917,7917,7917,7917,7917,7917,Kumasi,No,extended_plan,Bachelor,Employed,male,Divorced,278,22,5,4,contacting_agent,SUV
7918,7918,7918,7918,7918,7918,7918,7918,7918,Takoradi,No,primary_plan,Doctor,Unemployed,male,Married,234,56,8,4,contacting_agent,SUV
7919,7919,7919,7919,7919,7919,7919,7919,7919,Tamale,No,extended_plan,Bachelor,Employed,male,Married,270,47,2,3,contacting_branch_directly,SUV
7920,7920,7920,7920,7920,7920,7920,7920,7920,Tamale,No,primary_plan,Bachelor,Unemployed,female,Single,134,22,1,2,contacting_agent,2-door_car
7921,7921,7921,7921,7921,7921,7921,7921,7921,Accra,No,primary_plan,Bachelor,Employed,male,Divorced,236,60,2,3,via_the_web,SUV
7922,7922,7922,7922,7922,7922,7922,7922,7922,Cape_coast,No,extended_plan,High School or Below,Unemployed,male,Single,270,138,1,4,customer_call_centre,Sports Car
7923,7923,7923,7923,7923,7923,7923,7923,7923,Tamale,Yes,extended_plan,Master,Unemployed,female,Single,244,64,9,1,contacting_branch_directly,Sports Car
7924,7924,7924,7924,7924,7924,7924,7924,7924,Accra,No,extended_plan,High School or Below,Employed,male,Married,154,60,1,1,contacting_branch_directly,4-door_car
7925,7925,7925,7925,7925,7925,7925,7925,7925,Takoradi,No,primary_plan,High School or Below,Employed,female,Married,146,103,5,4,customer_call_centre,4-door_car
7926,7926,7926,7926,7926,7926,7926,7926,7926,Tamale,No,primary_plan,High School or Below,Employed,female,Married,130,43,1,2,contacting_agent,2-door_car
7927,7927,7927,7927,7927,7927,7927,7927,7927,Takoradi,No,primary_plan,High School or Below,Medical Leave,male,Single,122,95,2,1,contacting_branch_directly,2-door_car
7928,7928,7928,7928,7928,7928,7928,7928,7928,Kumasi,No,primary_plan,Bachelor,Medical Leave,male,Married,220,30,9,1,contacting_agent,SUV
7929,7929,7929,7929,7929,7929,7929,7929,7929,Cape_coast,No,primary_plan,High School or Below,Employed,male,Married,122,86,2,2,contacting_branch_directly,4-door_car
7930,7930,7930,7930,7930,7930,7930,7930,7930,Takoradi,No,primary_plan,High School or Below,Disabled,female,Divorced,368,26,3,1,contacting_agent,luxirious_car
7931,7931,7931,7931,7931,7931,7931,7931,7931,Accra,No,primary_plan,Bachelor,Employed,female,Married,126,129,3,3,customer_call_centre,2-door_car
7932,7932,7932,7932,7932,7932,7932,7932,7932,Takoradi,Yes,extended_plan,College,Employed,male,Married,152,64,4,1,contacting_branch_directly,4-door_car
7933,7933,7933,7933,7933,7933,7933,7933,7933,Accra,No,primary_plan,High School or Below,Employed,female,Married,364,34,1,1,contacting_branch_directly,luxirious_car
7934,7934,7934,7934,7934,7934,7934,7934,7934,Cape_coast,No,extended_plan,Bachelor,Employed,female,Married,172,17,1,1,customer_call_centre,4-door_car
7935,7935,7935,7935,7935,7935,7935,7935,7935,Accra,No,primary_plan,High School or Below,Employed,female,Married,136,22,4,3,contacting_agent,4-door_car
7936,7936,7936,7936,7936,7936,7936,7936,7936,Takoradi,No,primary_plan,Bachelor,Employed,female,Married,130,4,2,2,customer_call_centre,4-door_car
7937,7937,7937,7937,7937,7937,7937,7937,7937,Kumasi,No,primary_plan,Bachelor,Employed,male,Divorced,134,0,2,1,contacting_agent,4-door_car
7938,7938,7938,7938,7938,7938,7938,7938,7938,Takoradi,No,primary_plan,College,Unemployed,male,Single,128,112,2,3,contacting_agent,4-door_car
7939,7939,7939,7939,7939,7939,7939,7939,7939,Takoradi,No,primary_plan,College,Disabled,female,Married,146,133,1,1,contacting_agent,2-door_car
7940,7940,7940,7940,7940,7940,7940,7940,7940,Takoradi,No,primary_plan,Bachelor,Employed,female,Married,144,112,5,2,via_the_web,4-door_car
7941,7941,7941,7941,7941,7941,7941,7941,7941,Accra,No,extended_plan,College,Employed,female,Married,182,95,1,1,contacting_agent,4-door_car
7942,7942,7942,7942,7942,7942,7942,7942,7942,Tamale,No,extended_plan,High School or Below,Unemployed,male,Single,170,17,2,1,contacting_branch_directly,4-door_car
7943,7943,7943,7943,7943,7943,7943,7943,7943,Accra,No,premium_plan,High School or Below,Employed,male,Single,288,150,2,3,customer_call_centre,Sports Car
7944,7944,7944,7944,7944,7944,7944,7944,7944,Kumasi,No,extended_plan,High School or Below,Employed,female,Married,154,43,1,2,contacting_agent,4-door_car
7945,7945,7945,7945,7945,7945,7945,7945,7945,Cape_coast,No,primary_plan,Bachelor,Employed,male,Married,212,26,3,4,customer_call_centre,SUV
7946,7946,7946,7946,7946,7946,7946,7946,7946,Accra,No,primary_plan,College,Unemployed,female,Single,128,116,2,1,via_the_web,4-door_car
7947,7947,7947,7947,7947,7947,7947,7947,7947,Kumasi,No,extended_plan,Doctor,Employed,female,Married,186,43,2,1,contacting_branch_directly,4-door_car
7948,7948,7948,7948,7948,7948,7948,7948,7948,Cape_coast,No,extended_plan,High School or Below,Employed,female,Married,256,17,3,3,customer_call_centre,SUV
7949,7949,7949,7949,7949,7949,7949,7949,7949,Tamale,No,primary_plan,Bachelor,Employed,female,Divorced,144,103,3,1,contacting_agent,2-door_car
7950,7950,7950,7950,7950,7950,7950,7950,7950,Tamale,No,primary_plan,High School or Below,Employed,female,Divorced,134,22,6,1,contacting_branch_directly,2-door_car
7951,7951,7951,7951,7951,7951,7951,7951,7951,Accra,No,extended_plan,Bachelor,Unemployed,male,Married,254,86,2,1,contacting_agent,SUV
7952,7952,7952,7952,7952,7952,7952,7952,7952,Kumasi,No,primary_plan,College,Unemployed,female,Single,138,95,8,1,contacting_agent,4-door_car
7953,7953,7953,7953,7953,7953,7953,7953,7953,Takoradi,No,primary_plan,High School or Below,Unemployed,male,Single,122,22,7,3,customer_call_centre,4-door_car
7954,7954,7954,7954,7954,7954,7954,7954,7954,Cape_coast,No,primary_plan,Bachelor,Employed,female,Married,142,133,9,2,contacting_agent,2-door_car
7955,7955,7955,7955,7955,7955,7955,7955,7955,Takoradi,No,primary_plan,Bachelor,Employed,male,Single,136,77,1,2,contacting_branch_directly,4-door_car
7956,7956,7956,7956,7956,7956,7956,7956,7956,Takoradi,No,primary_plan,College,Unemployed,female,Single,222,17,2,2,customer_call_centre,SUV
7957,7957,7957,7957,7957,7957,7957,7957,7957,Takoradi,No,premium_plan,High School or Below,Unemployed,female,Single,230,82,2,1,contacting_branch_directly,4-door_car
7958,7958,7958,7958,7958,7958,7958,7958,7958,Takoradi,No,premium_plan,College,Disabled,female,Married,220,73,1,1,via_the_web,4-door_car
7959,7959,7959,7959,7959,7959,7959,7959,7959,Accra,No,extended_plan,College,Employed,female,Married,276,0,1,1,contacting_branch_directly,Sports Car
7960,7960,7960,7960,7960,7960,7960,7960,7960,Kumasi,No,primary_plan,Bachelor,Employed,female,Married,146,133,2,2,customer_call_centre,4-door_car
