,city,churn,type_of_plan,highest_level_education,work_status,sex,salary_monthly,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew Offer Type,reachability,claim_amount,type_of_vehicle
7267,Takoradi,No,primary_plan,College,Employed,female,11367.758620689656,Married,216,99.0,5,3,customer_call_centre,379.951464,SUV
7268,Kumasi,No,extended_plan,College,Unemployed,female,0.0,Divorced,256,47.0,2,1,contacting_branch_directly,614.4,Sports Car
7269,Tamale,No,primary_plan,High School or Below,Employed,male,4941.896551724138,Married,132,99.0,1,4,customer_call_centre,430.604489,2-door_car
7270,Takoradi,No,extended_plan,Bachelor,Employed,male,13464.137931034484,Married,168,146.0,1,2,contacting_branch_directly,344.015386,4-door_car
7271,Cape_coast,Yes,extended_plan,High School or Below,Employed,female,9947.06896551724,Divorced,152,69.0,3,2,contacting_agent,547.2,4-door_car
7272,Kumasi,Yes,extended_plan,Master,Retired,female,3381.7241379310344,Married,170,90.0,2,2,contacting_agent,574.024018,2-door_car
7273,Accra,No,extended_plan,High School or Below,Employed,female,4006.034482758621,Married,198,120.0,4,2,customer_call_centre,587.656629,4-door_car
7274,Accra,No,primary_plan,Bachelor,Employed,male,13711.724137931034,Married,128,9.0,2,2,contacting_agent,175.429028,2-door_car
7275,Accra,No,extended_plan,Master,Unemployed,female,0.0,Married,272,43.0,2,1,contacting_branch_directly,46.098963,SUV
7276,Kumasi,No,primary_plan,High School or Below,Medical Leave,male,4009.137931034483,Divorced,122,86.0,1,2,contacting_branch_directly,292.8,2-door_car
7277,Accra,No,primary_plan,College,Employed,male,6995.0,Married,200,82.0,2,4,contacting_branch_directly,361.788917,SUV
7278,Accra,No,extended_plan,Bachelor,Employed,female,10460.0,Married,276,77.0,1,3,contacting_branch_directly,553.699596,SUV
7279,Accra,No,primary_plan,Doctor,Employed,male,10651.03448275862,Divorced,146,39.0,6,3,contacting_agent,343.278996,2-door_car
7280,Accra,No,extended_plan,Master,Employed,male,6693.103448275862,Married,198,125.0,1,2,customer_call_centre,547.619785,4-door_car
7281,Accra,No,primary_plan,Bachelor,Employed,female,8152.586206896552,Married,126,30.0,1,4,customer_call_centre,302.4,4-door_car
7282,Kumasi,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,124,56.0,8,2,customer_call_centre,446.4,4-door_car
7283,Kumasi,No,premium_plan,Bachelor,Employed,male,13501.724137931034,Married,384,146.0,2,1,contacting_agent,151.711475,Sports Car
7284,Cape_coast,No,primary_plan,College,Medical Leave,female,4521.0344827586205,Married,124,99.0,1,1,contacting_branch_directly,297.6,4-door_car
7285,Takoradi,Yes,extended_plan,High School or Below,Unemployed,male,0.0,Single,158,90.0,7,1,contacting_agent,407.440238,2-door_car
7286,Kumasi,No,primary_plan,College,Employed,female,14470.0,Married,362,133.0,1,3,contacting_agent,124.447153,luxirious_car
7287,Accra,No,extended_plan,Master,Employed,male,4159.310344827586,Married,182,103.0,3,3,contacting_agent,436.8,4-door_car
7288,Cape_coast,No,primary_plan,High School or Below,Medical Leave,male,4979.137931034483,Married,212,26.0,2,2,via_the_web,763.2,Sports Car
7289,Kumasi,No,primary_plan,Bachelor,Unemployed,male,0.0,Married,224,112.0,1,3,via_the_web,544.250322,SUV
7290,Kumasi,Yes,primary_plan,College,Medical Leave,female,2235.172413793104,Single,130,9.0,4,1,via_the_web,362.774545,2-door_car
7291,Cape_coast,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,230,95.0,2,2,contacting_agent,1251.042795,SUV
7292,Tamale,No,extended_plan,College,Employed,female,15190.517241379312,Married,172,22.0,2,1,contacting_agent,412.8,4-door_car
7293,Kumasi,No,primary_plan,College,Employed,female,11469.655172413792,Married,148,64.0,1,4,contacting_agent,238.517525,2-door_car
7294,Kumasi,No,primary_plan,Bachelor,Disabled,male,4723.793103448276,Single,136,17.0,1,2,contacting_branch_directly,326.4,4-door_car
7295,Takoradi,No,primary_plan,High School or Below,Employed,male,6510.172413793103,Married,216,39.0,5,4,via_the_web,518.4,SUV
7296,Accra,No,extended_plan,College,Employed,male,7886.724137931034,Married,192,64.0,2,1,contacting_agent,673.780804,4-door_car
7297,Kumasi,No,primary_plan,Bachelor,Employed,female,9341.896551724138,Divorced,140,4.0,1,1,via_the_web,336.0,4-door_car
7298,Tamale,Yes,primary_plan,College,Employed,male,8086.206896551725,Married,132,56.0,1,2,via_the_web,316.8,4-door_car
7299,Cape_coast,No,extended_plan,Doctor,Employed,female,10310.862068965518,Married,180,90.0,2,2,contacting_agent,22.75546,2-door_car
7300,Kumasi,No,premium_plan,High School or Below,Employed,female,9273.620689655172,Married,208,86.0,1,1,contacting_agent,666.092015,4-door_car
7301,Accra,Yes,primary_plan,Bachelor,Employed,male,6050.862068965517,Divorced,146,108.0,2,2,customer_call_centre,525.6,2-door_car
7302,Accra,No,primary_plan,College,Unemployed,female,0.0,Married,134,90.0,5,4,via_the_web,216.196521,4-door_car
7303,Accra,No,extended_plan,High School or Below,Unemployed,male,0.0,Married,434,60.0,2,1,contacting_branch_directly,1562.4,luxirious_car
7304,Takoradi,No,premium_plan,College,Employed,female,5318.103448275862,Married,232,13.0,2,1,contacting_branch_directly,556.8,4-door_car
7305,Tamale,Yes,primary_plan,Bachelor,Retired,male,4080.172413793104,Married,134,82.0,2,1,contacting_branch_directly,404.817249,4-door_car
7306,Accra,No,extended_plan,High School or Below,Employed,male,15880.517241379312,Divorced,176,30.0,5,2,contacting_agent,16.37296,4-door_car
7307,Kumasi,Yes,primary_plan,College,Employed,male,10769.655172413792,Married,218,99.0,4,2,contacting_agent,400.181882,Sports Car
7308,Kumasi,No,primary_plan,Doctor,Employed,male,12067.41379310345,Married,130,116.0,7,2,customer_call_centre,4.619402,4-door_car
7309,Accra,Yes,extended_plan,Bachelor,Retired,female,4121.379310344828,Single,246,4.0,1,1,contacting_agent,590.4,SUV
7310,Accra,Yes,extended_plan,High School or Below,Unemployed,female,0.0,Married,192,133.0,1,1,contacting_agent,460.8,4-door_car
7311,Kumasi,No,premium_plan,Bachelor,Employed,female,14464.48275862069,Married,220,26.0,2,2,contacting_agent,82.019005,4-door_car
7312,Accra,Yes,premium_plan,College,Employed,male,15231.03448275862,Married,204,69.0,2,1,contacting_branch_directly,489.6,2-door_car
7313,Accra,Yes,extended_plan,Master,Unemployed,male,0.0,Single,250,26.0,2,1,contacting_agent,900.0,SUV
7314,Kumasi,No,primary_plan,High School or Below,Employed,male,6827.931034482759,Divorced,128,64.0,2,3,contacting_agent,307.2,2-door_car
7315,Takoradi,Yes,primary_plan,Bachelor,Retired,male,4466.379310344828,Divorced,126,90.0,1,1,contacting_agent,302.4,4-door_car
7316,Cape_coast,No,primary_plan,Bachelor,Employed,female,4245.862068965517,Married,216,82.0,2,1,customer_call_centre,225.971279,SUV
7317,Accra,No,extended_plan,College,Employed,female,10298.620689655172,Married,188,0.0,1,4,contacting_branch_directly,135.626867,4-door_car
7318,Takoradi,No,premium_plan,Bachelor,Employed,male,6361.724137931034,Married,338,60.0,3,3,contacting_branch_directly,811.2,SUV
7319,Takoradi,No,extended_plan,High School or Below,Employed,male,16011.03448275862,Married,246,56.0,1,2,contacting_agent,96.338144,SUV
7320,Takoradi,Yes,primary_plan,Bachelor,Unemployed,female,0.0,Married,132,26.0,1,2,customer_call_centre,433.160284,4-door_car
7321,Accra,No,primary_plan,College,Employed,female,16164.137931034484,Divorced,128,146.0,3,4,customer_call_centre,154.713524,4-door_car
7322,Tamale,No,extended_plan,Bachelor,Disabled,male,3647.586206896552,Divorced,178,9.0,8,1,via_the_web,111.836561,2-door_car
7323,Takoradi,No,extended_plan,College,Employed,male,11587.241379310346,Divorced,180,39.0,9,1,via_the_web,76.289123,4-door_car
7324,Accra,No,extended_plan,High School or Below,Employed,male,14767.93103448276,Married,152,34.0,3,2,contacting_agent,46.20341,4-door_car
7325,Kumasi,No,extended_plan,College,Employed,male,10228.448275862069,Divorced,166,86.0,2,1,contacting_branch_directly,81.599332,4-door_car
7326,Accra,Yes,extended_plan,College,Retired,male,2332.4137931034484,Single,172,90.0,3,1,contacting_agent,412.8,4-door_car
7327,Kumasi,No,primary_plan,Master,Unemployed,female,0.0,Divorced,126,0.0,2,1,contacting_branch_directly,302.4,4-door_car
7328,Accra,No,premium_plan,College,Unemployed,male,0.0,Single,330,52.0,2,1,customer_call_centre,1452.213743,SUV
7329,Tamale,No,extended_plan,College,Employed,female,12988.448275862069,Married,180,64.0,1,2,via_the_web,289.236063,4-door_car
7330,Cape_coast,No,primary_plan,Bachelor,Employed,female,10535.862068965518,Married,144,116.0,6,2,contacting_agent,23.773332,4-door_car
7331,Cape_coast,No,primary_plan,High School or Below,Employed,female,4669.48275862069,Divorced,146,64.0,1,2,via_the_web,525.6,4-door_car
7332,Accra,No,primary_plan,High School or Below,Employed,male,11896.03448275862,Married,126,13.0,2,2,contacting_agent,206.926432,4-door_car
7333,Accra,No,primary_plan,High School or Below,Employed,female,5767.413793103448,Married,134,0.0,1,2,contacting_agent,337.219884,4-door_car
7334,Cape_coast,No,premium_plan,Bachelor,Employed,female,3706.896551724138,Divorced,230,60.0,1,3,contacting_agent,39.292196,4-door_car
7335,Kumasi,No,primary_plan,High School or Below,Retired,male,4566.724137931034,Single,224,0.0,3,1,customer_call_centre,602.431489,SUV
7336,Accra,No,primary_plan,High School or Below,Employed,male,12881.551724137931,Married,140,86.0,1,1,contacting_branch_directly,336.0,4-door_car
7337,Tamale,No,primary_plan,Bachelor,Unemployed,male,0.0,Single,140,34.0,3,2,contacting_branch_directly,504.0,4-door_car
7338,Accra,No,primary_plan,Doctor,Employed,male,14759.827586206897,Single,132,112.0,3,2,contacting_agent,67.647131,4-door_car
7339,Accra,No,extended_plan,Bachelor,Employed,female,7739.827586206897,Married,166,52.0,6,3,customer_call_centre,74.803791,4-door_car
7340,Tamale,No,primary_plan,College,Employed,male,15355.344827586208,Divorced,206,82.0,3,3,via_the_web,565.267705,SUV
7341,Takoradi,No,primary_plan,High School or Below,Unemployed,male,0.0,Married,396,17.0,9,4,contacting_agent,962.159318,luxirious_car
7342,Takoradi,Yes,premium_plan,Bachelor,Employed,female,10995.51724137931,Divorced,222,77.0,1,2,contacting_agent,60.036683,4-door_car
7343,Kumasi,No,extended_plan,High School or Below,Employed,male,16087.586206896553,Married,184,86.0,1,2,contacting_agent,441.6,4-door_car
7344,Takoradi,No,primary_plan,High School or Below,Disabled,male,1788.7931034482758,Married,132,43.0,2,1,contacting_branch_directly,316.8,2-door_car
7345,Kumasi,No,primary_plan,Master,Employed,male,14818.96551724138,Divorced,138,22.0,1,4,via_the_web,47.70723,4-door_car
7346,Cape_coast,No,primary_plan,Bachelor,Employed,female,5758.96551724138,Married,218,30.0,4,1,via_the_web,71.053011,SUV
7347,Tamale,No,primary_plan,High School or Below,Medical Leave,male,3125.689655172414,Divorced,142,99.0,1,3,customer_call_centre,340.8,2-door_car
7348,Kumasi,No,primary_plan,College,Unemployed,male,0.0,Single,132,125.0,8,1,contacting_branch_directly,711.8026,2-door_car
7349,Accra,No,primary_plan,College,Unemployed,female,0.0,Divorced,130,103.0,4,3,contacting_branch_directly,312.0,4-door_car
7350,Takoradi,Yes,extended_plan,College,Employed,male,3516.551724137931,Married,152,64.0,4,1,contacting_branch_directly,364.8,4-door_car
7351,Kumasi,No,premium_plan,Master,Medical Leave,female,2306.206896551724,Single,216,56.0,4,1,contacting_agent,774.714929,4-door_car
7352,Accra,No,extended_plan,College,Employed,female,5606.379310344828,Single,188,47.0,3,1,contacting_branch_directly,451.2,4-door_car
7353,Accra,No,primary_plan,College,Employed,male,4939.827586206897,Single,134,17.0,2,3,contacting_agent,302.272725,4-door_car
7354,Takoradi,No,primary_plan,Bachelor,Employed,female,11200.689655172417,Single,132,39.0,5,3,customer_call_centre,286.967405,4-door_car
7355,Cape_coast,No,extended_plan,College,Employed,female,5881.379310344828,Married,154,138.0,6,2,contacting_branch_directly,369.6,4-door_car
7356,Takoradi,No,primary_plan,College,Unemployed,female,0.0,Married,216,138.0,1,2,contacting_agent,718.383,SUV
7357,Accra,No,extended_plan,High School or Below,Employed,male,13990.517241379312,Married,184,146.0,8,2,customer_call_centre,321.060571,2-door_car
7358,Accra,No,extended_plan,Master,Employed,female,6878.275862068966,Married,268,99.0,2,3,contacting_branch_directly,411.077415,SUV
7359,Accra,No,extended_plan,High School or Below,Employed,male,9042.586206896553,Single,180,22.0,7,1,contacting_agent,61.585668,4-door_car
7360,Accra,No,primary_plan,College,Unemployed,male,0.0,Single,138,133.0,2,1,via_the_web,496.8,4-door_car
7361,Accra,No,primary_plan,College,Employed,male,6103.103448275862,Divorced,142,112.0,7,3,contacting_agent,340.8,4-door_car
7362,Kumasi,No,primary_plan,High School or Below,Medical Leave,female,4523.96551724138,Married,130,47.0,2,2,via_the_web,312.0,4-door_car
7363,Takoradi,No,primary_plan,College,Unemployed,female,0.0,Married,140,17.0,7,1,contacting_branch_directly,336.0,4-door_car
7364,Tamale,No,primary_plan,Master,Employed,male,14312.586206896553,Married,206,9.0,2,1,contacting_agent,155.125923,SUV
7365,Accra,No,primary_plan,College,Unemployed,male,0.0,Single,380,39.0,7,3,contacting_branch_directly,1833.182529,luxurious_suv
7366,Takoradi,No,extended_plan,High School or Below,Employed,female,14862.93103448276,Single,446,34.0,8,3,contacting_agent,1070.4,luxirious_car
7367,Cape_coast,No,primary_plan,College,Employed,male,8692.068965517241,Married,138,108.0,1,1,contacting_agent,331.2,4-door_car
7368,Accra,No,primary_plan,Doctor,Employed,male,6464.827586206897,Single,130,4.0,2,3,contacting_agent,312.0,2-door_car
7369,Kumasi,No,primary_plan,High School or Below,Employed,female,4176.551724137931,Divorced,142,30.0,1,2,customer_call_centre,511.2,2-door_car
7370,Accra,No,extended_plan,Bachelor,Employed,male,10747.93103448276,Married,184,39.0,4,1,contacting_agent,4.216231,4-door_car
7371,Kumasi,No,extended_plan,College,Employed,male,10945.344827586208,Married,166,17.0,3,2,contacting_branch_directly,85.073541,4-door_car
7372,Takoradi,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,140,103.0,1,2,customer_call_centre,504.0,2-door_car
7373,Kumasi,No,primary_plan,High School or Below,Employed,male,6571.206896551725,Married,146,17.0,2,3,contacting_agent,203.640251,4-door_car
7374,Takoradi,No,primary_plan,High School or Below,Employed,female,6668.275862068966,Married,144,103.0,2,2,contacting_branch_directly,146.124719,4-door_car
7375,Takoradi,No,primary_plan,Master,Employed,female,3482.758620689656,Single,130,13.0,1,2,contacting_agent,312.0,2-door_car
7376,Takoradi,No,primary_plan,College,Employed,male,5006.551724137931,Married,138,60.0,1,2,contacting_branch_directly,56.351667,4-door_car
7377,Takoradi,No,extended_plan,Master,Employed,male,3996.379310344828,Divorced,182,47.0,9,2,contacting_agent,436.8,2-door_car
7378,Kumasi,No,extended_plan,Doctor,Employed,male,9758.275862068966,Married,176,125.0,2,4,via_the_web,92.966783,4-door_car
7379,Takoradi,No,extended_plan,College,Unemployed,male,0.0,Single,152,47.0,1,4,customer_call_centre,547.2,2-door_car
7380,Kumasi,No,primary_plan,Bachelor,Employed,female,8101.379310344828,Single,390,34.0,1,1,customer_call_centre,294.762659,luxurious_suv
7381,Kumasi,Yes,extended_plan,College,Medical Leave,male,3616.896551724138,Married,196,82.0,1,2,contacting_branch_directly,1176.2788,4-door_car
7382,Accra,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,126,22.0,1,2,customer_call_centre,453.6,2-door_car
7383,Kumasi,No,primary_plan,High School or Below,Employed,female,10194.827586206897,Married,234,90.0,2,4,customer_call_centre,436.533172,Sports Car
7384,Tamale,No,primary_plan,Bachelor,Employed,male,5443.448275862069,Married,140,60.0,3,2,customer_call_centre,292.434826,4-door_car
7385,Accra,No,primary_plan,Bachelor,Unemployed,female,0.0,Married,144,90.0,3,2,via_the_web,345.6,4-door_car
7386,Accra,No,premium_plan,Bachelor,Employed,male,5628.620689655173,Married,238,108.0,1,3,contacting_agent,464.99983,4-door_car
7387,Takoradi,No,primary_plan,Bachelor,Employed,female,8929.48275862069,Married,362,43.0,1,4,customer_call_centre,422.960234,luxirious_car
7388,Tamale,No,primary_plan,High School or Below,Employed,male,12211.724137931034,Married,124,34.0,4,2,contacting_branch_directly,297.6,4-door_car
7389,Kumasi,No,primary_plan,College,Employed,female,7052.241379310345,Married,122,52.0,1,2,customer_call_centre,409.88696,4-door_car
7390,Accra,No,primary_plan,High School or Below,Unemployed,female,0.0,Married,212,82.0,3,3,contacting_agent,631.108223,SUV
7391,Accra,No,primary_plan,High School or Below,Employed,female,4143.275862068966,Married,132,138.0,3,4,customer_call_centre,316.8,4-door_car
7392,Kumasi,No,primary_plan,High School or Below,Employed,male,14642.586206896553,Married,224,116.0,1,2,customer_call_centre,537.6,SUV
7393,Kumasi,No,primary_plan,Bachelor,Unemployed,female,0.0,Married,144,86.0,2,1,contacting_agent,510.976913,2-door_car
7394,Accra,No,primary_plan,College,Employed,female,4119.48275862069,Married,146,82.0,1,2,contacting_agent,186.292275,4-door_car
7395,Takoradi,No,extended_plan,Doctor,Employed,male,12285.344827586208,Single,276,120.0,4,1,contacting_agent,138.633681,Sports Car
7396,Cape_coast,No,primary_plan,College,Employed,female,6499.48275862069,Married,224,150.0,1,4,contacting_agent,38.403843,SUV
7397,Takoradi,No,premium_plan,College,Employed,male,5818.275862068966,Married,212,125.0,2,2,customer_call_centre,508.8,2-door_car
7398,Tamale,Yes,extended_plan,College,Employed,female,12114.310344827589,Married,186,129.0,5,2,customer_call_centre,7.345946,2-door_car
7399,Kumasi,No,premium_plan,Bachelor,Employed,male,7477.068965517242,Divorced,236,26.0,1,2,contacting_branch_directly,1026.741926,4-door_car
7400,Accra,No,extended_plan,High School or Below,Unemployed,female,0.0,Single,162,112.0,1,4,contacting_branch_directly,388.8,2-door_car
7401,Kumasi,No,primary_plan,Doctor,Unemployed,female,0.0,Married,132,52.0,4,2,contacting_agent,445.19869,4-door_car
7402,Cape_coast,Yes,primary_plan,High School or Below,Disabled,female,1971.0344827586207,Married,238,47.0,2,2,contacting_agent,571.2,SUV
7403,Accra,No,extended_plan,College,Employed,male,11594.655172413792,Divorced,172,108.0,1,3,via_the_web,33.894695,4-door_car
7404,Accra,No,primary_plan,Bachelor,Employed,female,13248.103448275862,Married,136,52.0,3,1,customer_call_centre,326.4,4-door_car
7405,Kumasi,Yes,extended_plan,College,Employed,female,12277.586206896553,Married,428,34.0,2,1,contacting_branch_directly,1027.2,luxirious_car
7406,Accra,No,premium_plan,Bachelor,Employed,female,8525.344827586207,Married,238,39.0,1,1,contacting_branch_directly,762.007253,4-door_car
7407,Cape_coast,No,primary_plan,High School or Below,Employed,female,17019.48275862069,Married,130,13.0,2,2,customer_call_centre,289.894293,2-door_car
7408,Kumasi,No,primary_plan,Bachelor,Employed,male,4498.96551724138,Married,134,69.0,1,4,contacting_branch_directly,2.028223,2-door_car
7409,Accra,No,primary_plan,Master,Employed,male,4653.448275862069,Married,130,39.0,2,3,contacting_agent,297.864823,4-door_car
7410,Tamale,No,extended_plan,College,Employed,female,8042.068965517242,Married,168,146.0,1,3,contacting_agent,150.688024,4-door_car
7411,Accra,No,primary_plan,Master,Employed,female,5769.310344827586,Married,144,52.0,1,2,contacting_branch_directly,112.425578,4-door_car
7412,Kumasi,No,primary_plan,Bachelor,Employed,female,11531.03448275862,Married,142,30.0,1,4,contacting_branch_directly,340.8,4-door_car
7413,Takoradi,No,primary_plan,Bachelor,Employed,male,15289.655172413792,Married,132,22.0,2,2,via_the_web,201.762191,4-door_car
7414,Kumasi,No,extended_plan,High School or Below,Unemployed,male,0.0,Single,158,17.0,4,1,contacting_branch_directly,568.8,2-door_car
7415,Tamale,No,extended_plan,College,Employed,male,12953.793103448275,Married,186,30.0,1,4,customer_call_centre,446.4,4-door_car
7416,Accra,Yes,extended_plan,Master,Unemployed,female,0.0,Single,244,64.0,9,1,contacting_branch_directly,650.52179,Sports Car
7417,Accra,No,primary_plan,High School or Below,Employed,female,9761.551724137931,Married,148,77.0,3,4,customer_call_centre,355.2,4-door_car
7418,Accra,No,extended_plan,College,Employed,female,13041.03448275862,Divorced,166,26.0,2,4,contacting_agent,108.69654,4-door_car
7419,Accra,No,primary_plan,Bachelor,Disabled,female,4307.241379310345,Married,218,86.0,7,1,via_the_web,523.2,SUV
7420,Tamale,No,extended_plan,High School or Below,Employed,female,6956.551724137931,Married,166,26.0,1,2,contacting_agent,26.314753,4-door_car
7421,Takoradi,No,primary_plan,College,Employed,female,4152.241379310345,Divorced,126,95.0,2,1,contacting_agent,340.453606,4-door_car
7422,Kumasi,No,primary_plan,Bachelor,Employed,female,14058.275862068966,Divorced,132,13.0,1,4,customer_call_centre,272.844816,4-door_car
7423,Kumasi,Yes,extended_plan,College,Employed,male,10840.172413793103,Divorced,162,0.0,1,2,customer_call_centre,207.75186,4-door_car
7424,Kumasi,No,premium_plan,High School or Below,Employed,male,11421.551724137931,Married,290,95.0,2,2,contacting_agent,181.501424,SUV
7425,Kumasi,No,primary_plan,Bachelor,Unemployed,male,0.0,Divorced,204,95.0,2,1,contacting_branch_directly,734.4,SUV
7426,Accra,No,premium_plan,College,Disabled,male,4535.0,Divorced,330,69.0,1,4,contacting_agent,956.589903,SUV
7427,Accra,No,primary_plan,Bachelor,Employed,female,10106.896551724138,Married,142,47.0,2,3,customer_call_centre,340.8,4-door_car
7428,Accra,Yes,primary_plan,Bachelor,Disabled,male,3168.1034482758623,Married,206,34.0,1,1,contacting_branch_directly,535.080276,Sports Car
7429,Cape_coast,No,extended_plan,College,Employed,female,5335.172413793103,Divorced,184,64.0,1,1,via_the_web,348.216284,4-door_car
7430,Takoradi,No,premium_plan,College,Employed,male,10281.03448275862,Married,370,39.0,1,1,contacting_agent,888.0,SUV
7431,Cape_coast,No,primary_plan,Bachelor,Employed,female,9302.93103448276,Married,368,82.0,1,1,contacting_branch_directly,61.554272,luxurious_suv
7432,Kumasi,No,extended_plan,High School or Below,Employed,male,7652.586206896552,Single,194,26.0,7,4,customer_call_centre,465.6,4-door_car
7433,Kumasi,No,primary_plan,High School or Below,Unemployed,male,0.0,Married,238,4.0,7,2,contacting_agent,856.8,Sports Car
7434,Accra,No,premium_plan,High School or Below,Employed,female,4407.068965517242,Married,326,13.0,2,2,contacting_agent,983.374985,SUV
7435,Accra,No,premium_plan,High School or Below,Employed,male,14820.0,Married,290,0.0,1,1,customer_call_centre,510.381882,SUV
7436,Takoradi,No,primary_plan,High School or Below,Unemployed,female,0.0,Married,122,112.0,1,1,contacting_agent,311.404068,4-door_car
7437,Kumasi,No,extended_plan,Bachelor,Employed,male,6449.310344827586,Married,244,99.0,1,3,customer_call_centre,1134.960471,SUV
7438,Accra,No,primary_plan,High School or Below,Employed,female,6733.275862068966,Married,228,22.0,1,3,contacting_agent,547.2,Sports Car
7439,Kumasi,No,extended_plan,High School or Below,Employed,male,4219.827586206897,Single,168,47.0,1,2,customer_call_centre,604.8,4-door_car
7440,Tamale,Yes,primary_plan,Bachelor,Employed,male,15913.103448275862,Married,138,17.0,1,2,contacting_agent,331.2,2-door_car
7441,Kumasi,No,extended_plan,High School or Below,Employed,male,5083.448275862069,Married,186,82.0,2,2,contacting_branch_directly,446.4,2-door_car
7442,Accra,No,premium_plan,College,Unemployed,male,0.0,Single,228,82.0,3,1,contacting_branch_directly,820.8,4-door_car
7443,Kumasi,No,extended_plan,College,Employed,male,8291.034482758621,Married,188,108.0,4,1,via_the_web,134.828318,2-door_car
7444,Accra,No,primary_plan,Bachelor,Employed,male,3683.793103448276,Married,126,86.0,3,4,contacting_branch_directly,302.4,2-door_car
7445,Takoradi,Yes,primary_plan,High School or Below,Medical Leave,male,2948.448275862069,Single,226,4.0,2,1,customer_call_centre,542.4,SUV
7446,Tamale,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,128,13.0,4,1,contacting_agent,460.8,4-door_car
7447,Accra,Yes,primary_plan,College,Retired,male,4621.0344827586205,Married,132,30.0,5,2,contacting_agent,316.8,2-door_car
7448,Takoradi,No,primary_plan,High School or Below,Employed,male,15349.137931034484,Married,128,138.0,2,3,contacting_branch_directly,179.251604,4-door_car
7449,Accra,No,primary_plan,Bachelor,Unemployed,male,0.0,Married,208,99.0,1,3,contacting_branch_directly,748.8,SUV
7450,Accra,No,extended_plan,Bachelor,Employed,female,9004.827586206897,Married,440,125.0,8,3,contacting_agent,1056.0,luxurious_suv
7451,Accra,No,extended_plan,High School or Below,Unemployed,female,0.0,Married,252,56.0,1,2,via_the_web,694.357961,SUV
7452,Accra,No,primary_plan,College,Unemployed,male,0.0,Divorced,126,47.0,1,2,via_the_web,344.288189,4-door_car
7453,Accra,No,primary_plan,College,Employed,male,14325.172413793103,Married,142,4.0,3,3,contacting_agent,320.486645,4-door_car
7454,Tamale,No,extended_plan,High School or Below,Employed,male,9174.827586206897,Married,182,90.0,3,4,customer_call_centre,436.8,4-door_car
7455,Kumasi,Yes,premium_plan,Bachelor,Employed,female,8903.96551724138,Single,566,69.0,1,2,contacting_agent,1358.4,luxirious_car
7456,Takoradi,Yes,primary_plan,High School or Below,Employed,male,12615.172413793103,Married,140,90.0,3,2,contacting_agent,425.800112,4-door_car
7457,Tamale,No,premium_plan,Bachelor,Unemployed,female,0.0,Married,596,112.0,1,1,contacting_branch_directly,2145.6,luxirious_car
7458,Accra,No,extended_plan,College,Unemployed,female,0.0,Single,180,4.0,2,1,customer_call_centre,648.0,2-door_car
7459,Kumasi,No,primary_plan,Doctor,Employed,male,10559.655172413792,Married,220,103.0,3,2,contacting_branch_directly,159.239518,Sports Car
7460,Tamale,No,premium_plan,High School or Below,Employed,male,5648.620689655173,Married,224,112.0,2,1,customer_call_centre,326.926833,4-door_car
7461,Accra,No,primary_plan,College,Unemployed,male,0.0,Single,138,90.0,3,4,customer_call_centre,496.8,2-door_car
7462,Cape_coast,No,extended_plan,High School or Below,Unemployed,female,0.0,Divorced,266,39.0,1,1,contacting_branch_directly,957.6,Sports Car
7463,Tamale,Yes,extended_plan,College,Unemployed,male,0.0,Single,252,52.0,2,1,contacting_agent,604.8,SUV
7464,Accra,No,primary_plan,College,Employed,female,11056.379310344828,Single,142,133.0,2,4,contacting_branch_directly,72.862304,4-door_car
7465,Kumasi,No,primary_plan,High School or Below,Unemployed,male,0.0,Married,134,39.0,2,3,contacting_branch_directly,308.54976,2-door_car
7466,Tamale,No,extended_plan,Bachelor,Retired,female,2895.5172413793102,Single,192,30.0,2,1,contacting_branch_directly,460.8,4-door_car
7467,Cape_coast,No,extended_plan,Bachelor,Employed,male,5505.172413793103,Married,166,82.0,2,1,contacting_branch_directly,37.699658,4-door_car
7468,Kumasi,No,extended_plan,Master,Employed,male,12916.896551724138,Single,170,56.0,1,4,contacting_branch_directly,314.246507,2-door_car
7469,Kumasi,No,extended_plan,Bachelor,Employed,male,12196.896551724138,Married,248,13.0,1,4,contacting_agent,211.68058,SUV
7470,Kumasi,Yes,primary_plan,College,Employed,male,11172.586206896553,Married,128,99.0,2,2,via_the_web,268.471802,4-door_car
7471,Accra,No,primary_plan,Bachelor,Employed,female,8418.793103448275,Single,128,99.0,1,1,contacting_agent,300.312635,4-door_car
7472,Accra,No,extended_plan,Doctor,Employed,female,12733.275862068966,Single,178,30.0,1,2,contacting_agent,427.2,4-door_car
7473,Takoradi,No,extended_plan,High School or Below,Unemployed,male,0.0,Single,198,108.0,2,2,contacting_agent,712.8,4-door_car
7474,Kumasi,No,primary_plan,Bachelor,Employed,male,11524.827586206897,Married,140,47.0,5,3,contacting_branch_directly,104.977375,4-door_car
7475,Accra,Yes,primary_plan,High School or Below,Disabled,female,2052.4137931034484,Single,122,146.0,3,1,via_the_web,292.8,2-door_car
